LeadNumber,CustomerId,PrimaryContactId,LeadName,DealSize,City,State,Country,BudgetAmount
S_LeadNumber124,8590174592,8590174595,S_LeadName124,93,RWS,CA,US,90
S_LeadNumber125,8590174592,8590174595,S_LeadName125,54,RWS,CA,US,9
S_LeadNumber126,8590174592,8590174595,S_LeadName126,58,RWS,CA,US,59
S_LeadNumber127,8590174592,8590174595,S_LeadName127,92,RWS,CA,US,55
S_LeadNumber128,8590174592,8590174595,S_LeadName128,99,RWS,CA,US,53
S_LeadNumber129,8590174592,8590174595,S_LeadName129,27,RWS,CA,US,98
S_LeadNumber130,8590174592,8590174595,S_LeadName130,81,RWS,CA,US,92
S_LeadNumber131,8590174592,8590174595,S_LeadName131,35,RWS,CA,US,24
S_LeadNumber132,8590174592,8590174595,S_LeadName132,40,RWS,CA,US,65
S_LeadNumber133,8590174592,8590174595,S_LeadName133,65,RWS,CA,US,16
S_LeadNumber134,8590174592,8590174595,S_LeadName134,85,RWS,CA,US,78
S_LeadNumber135,8590174592,8590174595,S_LeadName135,20,RWS,CA,US,40
S_LeadNumber136,8590174592,8590174595,S_LeadName136,75,RWS,CA,US,50
S_LeadNumber137,8590174592,8590174595,S_LeadName137,98,RWS,CA,US,69
S_LeadNumber138,8590174592,8590174595,S_LeadName138,48,RWS,CA,US,12
S_LeadNumber139,8590174592,8590174595,S_LeadName139,43,RWS,CA,US,44
S_LeadNumber140,8590174592,8590174595,S_LeadName140,55,RWS,CA,US,63
S_LeadNumber141,8590174592,8590174595,S_LeadName141,73,RWS,CA,US,42
S_LeadNumber142,8590174592,8590174595,S_LeadName142,7,RWS,CA,US,96
S_LeadNumber143,8590174592,8590174595,S_LeadName143,66,RWS,CA,US,93
S_LeadNumber144,8590174592,8590174595,S_LeadName144,72,RWS,CA,US,67
S_LeadNumber145,8590174592,8590174595,S_LeadName145,37,RWS,CA,US,92
S_LeadNumber146,8590174592,8590174595,S_LeadName146,44,RWS,CA,US,75
S_LeadNumber147,8590174592,8590174595,S_LeadName147,88,RWS,CA,US,49
S_LeadNumber148,8590174592,8590174595,S_LeadName148,5,RWS,CA,US,17
S_LeadNumber149,8590174592,8590174595,S_LeadName149,78,RWS,CA,US,32
S_LeadNumber150,8590174592,8590174595,S_LeadName150,57,RWS,CA,US,11
S_LeadNumber151,8590174592,8590174595,S_LeadName151,33,RWS,CA,US,69
S_LeadNumber152,8590174592,8590174595,S_LeadName152,26,RWS,CA,US,19
S_LeadNumber153,8590174592,8590174595,S_LeadName153,98,RWS,CA,US,38
S_LeadNumber154,8590174592,8590174595,S_LeadName154,23,RWS,CA,US,50
S_LeadNumber155,8590174592,8590174595,S_LeadName155,95,RWS,CA,US,86
S_LeadNumber156,8590174592,8590174595,S_LeadName156,64,RWS,CA,US,10
S_LeadNumber157,8590174592,8590174595,S_LeadName157,36,RWS,CA,US,96
S_LeadNumber158,8590174592,8590174595,S_LeadName158,23,RWS,CA,US,49
S_LeadNumber159,8590174592,8590174595,S_LeadName159,35,RWS,CA,US,12
S_LeadNumber160,8590174592,8590174595,S_LeadName160,96,RWS,CA,US,87
S_LeadNumber161,8590174592,8590174595,S_LeadName161,81,RWS,CA,US,63
S_LeadNumber162,8590174592,8590174595,S_LeadName162,55,RWS,CA,US,63
S_LeadNumber163,8590174592,8590174595,S_LeadName163,89,RWS,CA,US,10
S_LeadNumber164,8590174592,8590174595,S_LeadName164,16,RWS,CA,US,4
S_LeadNumber165,8590174592,8590174595,S_LeadName165,51,RWS,CA,US,78
S_LeadNumber166,8590174592,8590174595,S_LeadName166,29,RWS,CA,US,94
S_LeadNumber167,8590174592,8590174595,S_LeadName167,62,RWS,CA,US,28
S_LeadNumber168,8590174592,8590174595,S_LeadName168,7,RWS,CA,US,87
S_LeadNumber169,8590174592,8590174595,S_LeadName169,84,RWS,CA,US,10
S_LeadNumber170,8590174592,8590174595,S_LeadName170,51,RWS,CA,US,75
S_LeadNumber171,8590174592,8590174595,S_LeadName171,49,RWS,CA,US,5
S_LeadNumber172,8590174592,8590174595,S_LeadName172,97,RWS,CA,US,77
S_LeadNumber173,8590174592,8590174595,S_LeadName173,87,RWS,CA,US,21
S_LeadNumber174,8590174592,8590174595,S_LeadName174,46,RWS,CA,US,58
S_LeadNumber175,8590174592,8590174595,S_LeadName175,53,RWS,CA,US,42
S_LeadNumber176,8590174592,8590174595,S_LeadName176,14,RWS,CA,US,18
S_LeadNumber177,8590174592,8590174595,S_LeadName177,24,RWS,CA,US,53
S_LeadNumber178,8590174592,8590174595,S_LeadName178,39,RWS,CA,US,1
S_LeadNumber179,8590174592,8590174595,S_LeadName179,63,RWS,CA,US,64
S_LeadNumber180,8590174592,8590174595,S_LeadName180,16,RWS,CA,US,18
S_LeadNumber181,8590174592,8590174595,S_LeadName181,60,RWS,CA,US,7
S_LeadNumber182,8590174592,8590174595,S_LeadName182,1,RWS,CA,US,80
S_LeadNumber183,8590174592,8590174595,S_LeadName183,65,RWS,CA,US,52
S_LeadNumber184,8590174592,8590174595,S_LeadName184,19,RWS,CA,US,2
S_LeadNumber185,8590174592,8590174595,S_LeadName185,52,RWS,CA,US,29
S_LeadNumber186,8590174592,8590174595,S_LeadName186,95,RWS,CA,US,1
S_LeadNumber187,8590174592,8590174595,S_LeadName187,12,RWS,CA,US,57
S_LeadNumber188,8590174592,8590174595,S_LeadName188,5,RWS,CA,US,83
S_LeadNumber189,8590174592,8590174595,S_LeadName189,19,RWS,CA,US,30
S_LeadNumber190,8590174592,8590174595,S_LeadName190,23,RWS,CA,US,25
S_LeadNumber191,8590174592,8590174595,S_LeadName191,39,RWS,CA,US,95
S_LeadNumber192,8590174592,8590174595,S_LeadName192,89,RWS,CA,US,32
S_LeadNumber193,8590174592,8590174595,S_LeadName193,53,RWS,CA,US,28
S_LeadNumber194,8590174592,8590174595,S_LeadName194,34,RWS,CA,US,72
S_LeadNumber195,8590174592,8590174595,S_LeadName195,44,RWS,CA,US,2
S_LeadNumber196,8590174592,8590174595,S_LeadName196,12,RWS,CA,US,93
S_LeadNumber197,8590174592,8590174595,S_LeadName197,43,RWS,CA,US,10
S_LeadNumber198,8590174592,8590174595,S_LeadName198,19,RWS,CA,US,59
S_LeadNumber199,8590174592,8590174595,S_LeadName199,57,RWS,CA,US,95
S_LeadNumber200,8590174592,8590174595,S_LeadName200,8,RWS,CA,US,57
S_LeadNumber201,8590174592,8590174595,S_LeadName201,70,RWS,CA,US,47
S_LeadNumber202,8590174592,8590174595,S_LeadName202,51,RWS,CA,US,38
S_LeadNumber203,8590174592,8590174595,S_LeadName203,92,RWS,CA,US,85
S_LeadNumber204,8590174592,8590174595,S_LeadName204,15,RWS,CA,US,58
S_LeadNumber205,8590174592,8590174595,S_LeadName205,62,RWS,CA,US,78
S_LeadNumber206,8590174592,8590174595,S_LeadName206,32,RWS,CA,US,11
S_LeadNumber207,8590174592,8590174595,S_LeadName207,57,RWS,CA,US,50
S_LeadNumber208,8590174592,8590174595,S_LeadName208,71,RWS,CA,US,27
S_LeadNumber209,8590174592,8590174595,S_LeadName209,45,RWS,CA,US,78
S_LeadNumber210,8590174592,8590174595,S_LeadName210,71,RWS,CA,US,20
S_LeadNumber211,8590174592,8590174595,S_LeadName211,85,RWS,CA,US,9
S_LeadNumber212,8590174592,8590174595,S_LeadName212,63,RWS,CA,US,49
S_LeadNumber213,8590174592,8590174595,S_LeadName213,99,RWS,CA,US,53
S_LeadNumber214,8590174592,8590174595,S_LeadName214,60,RWS,CA,US,6
S_LeadNumber215,8590174592,8590174595,S_LeadName215,67,RWS,CA,US,67
S_LeadNumber216,8590174592,8590174595,S_LeadName216,68,RWS,CA,US,82
S_LeadNumber217,8590174592,8590174595,S_LeadName217,9,RWS,CA,US,94
S_LeadNumber218,8590174592,8590174595,S_LeadName218,9,RWS,CA,US,41
S_LeadNumber219,8590174592,8590174595,S_LeadName219,95,RWS,CA,US,18
S_LeadNumber220,8590174592,8590174595,S_LeadName220,40,RWS,CA,US,97
S_LeadNumber221,8590174592,8590174595,S_LeadName221,61,RWS,CA,US,70
S_LeadNumber222,8590174592,8590174595,S_LeadName222,72,RWS,CA,US,79
S_LeadNumber223,8590174592,8590174595,S_LeadName223,11,RWS,CA,US,58
S_LeadNumber224,8590174592,8590174595,S_LeadName224,7,RWS,CA,US,63
S_LeadNumber225,8590174592,8590174595,S_LeadName225,50,RWS,CA,US,98
S_LeadNumber226,8590174592,8590174595,S_LeadName226,24,RWS,CA,US,10
S_LeadNumber227,8590174592,8590174595,S_LeadName227,30,RWS,CA,US,35
S_LeadNumber228,8590174592,8590174595,S_LeadName228,40,RWS,CA,US,37
S_LeadNumber229,8590174592,8590174595,S_LeadName229,91,RWS,CA,US,87
S_LeadNumber230,8590174592,8590174595,S_LeadName230,20,RWS,CA,US,56
S_LeadNumber231,8590174592,8590174595,S_LeadName231,89,RWS,CA,US,4
S_LeadNumber232,8590174592,8590174595,S_LeadName232,80,RWS,CA,US,90
S_LeadNumber233,8590174592,8590174595,S_LeadName233,86,RWS,CA,US,52
S_LeadNumber234,8590174592,8590174595,S_LeadName234,86,RWS,CA,US,28
S_LeadNumber235,8590174592,8590174595,S_LeadName235,94,RWS,CA,US,6
S_LeadNumber236,8590174592,8590174595,S_LeadName236,91,RWS,CA,US,88
S_LeadNumber237,8590174592,8590174595,S_LeadName237,18,RWS,CA,US,20
S_LeadNumber238,8590174592,8590174595,S_LeadName238,11,RWS,CA,US,100
S_LeadNumber239,8590174592,8590174595,S_LeadName239,30,RWS,CA,US,71
S_LeadNumber240,8590174592,8590174595,S_LeadName240,34,RWS,CA,US,20
S_LeadNumber241,8590174592,8590174595,S_LeadName241,55,RWS,CA,US,33
S_LeadNumber242,8590174592,8590174595,S_LeadName242,37,RWS,CA,US,66
S_LeadNumber243,8590174592,8590174595,S_LeadName243,25,RWS,CA,US,5
S_LeadNumber244,8590174592,8590174595,S_LeadName244,10,RWS,CA,US,34
S_LeadNumber245,8590174592,8590174595,S_LeadName245,31,RWS,CA,US,60
S_LeadNumber246,8590174592,8590174595,S_LeadName246,48,RWS,CA,US,49
,8590174592,8590174595,S_LeadName247,47,RWS,CA,US,19
S_LeadNumber248,8590174592,8590174595,S_LeadName248,9,RWS,CA,US,83
S_LeadNumber249,8590174592,8590174595,S_LeadName249,17,RWS,CA,US,81
S_LeadNumber250,8590174592,8590174595,S_LeadName250,68,RWS,CA,US,41
S_LeadNumber251,8590174592,8590174595,S_LeadName251,65,RWS,CA,US,59
S_LeadNumber252,8590174592,8590174595,S_LeadName252,98,RWS,CA,US,92
S_LeadNumber253,8590174592,8590174595,S_LeadName253,81,RWS,CA,US,27
S_LeadNumber254,8590174592,8590174595,S_LeadName254,28,RWS,CA,US,12
S_LeadNumber255,8590174592,8590174595,S_LeadName255,97,RWS,CA,US,91
S_LeadNumber256,8590174592,8590174595,S_LeadName256,21,RWS,CA,US,42
S_LeadNumber257,8590174592,8590174595,S_LeadName257,20,RWS,CA,US,75
S_LeadNumber258,8590174592,8590174595,S_LeadName258,65,RWS,CA,US,18
S_LeadNumber259,8590174592,8590174595,S_LeadName259,38,RWS,CA,US,22
S_LeadNumber260,8590174592,8590174595,S_LeadName260,54,RWS,CA,US,24
S_LeadNumber261,8590174592,8590174595,S_LeadName261,98,RWS,CA,US,68
S_LeadNumber262,8590174592,8590174595,S_LeadName262,59,RWS,CA,US,23
S_LeadNumber263,8590174592,8590174595,S_LeadName263,57,RWS,CA,US,39
S_LeadNumber264,8590174592,8590174595,S_LeadName264,73,RWS,CA,US,82
S_LeadNumber265,8590174592,8590174595,S_LeadName265,99,RWS,CA,US,1
S_LeadNumber266,8590174592,8590174595,S_LeadName266,15,RWS,CA,US,76
S_LeadNumber267,8590174592,8590174595,S_LeadName267,56,RWS,CA,US,47
S_LeadNumber268,8590174592,8590174595,S_LeadName268,63,RWS,CA,US,2
S_LeadNumber269,8590174592,8590174595,S_LeadName269,58,RWS,CA,US,64
S_LeadNumber270,8590174592,8590174595,S_LeadName270,59,RWS,CA,US,34
S_LeadNumber271,8590174592,8590174595,S_LeadName271,25,RWS,CA,US,49
S_LeadNumber272,8590174592,8590174595,S_LeadName272,37,RWS,CA,US,5
S_LeadNumber273,8590174592,8590174595,S_LeadName273,57,RWS,CA,US,62
S_LeadNumber274,8590174592,8590174595,S_LeadName274,46,RWS,CA,US,25
S_LeadNumber275,8590174592,8590174595,S_LeadName275,8,RWS,CA,US,53
S_LeadNumber276,8590174592,8590174595,S_LeadName276,29,RWS,CA,US,79
S_LeadNumber277,8590174592,8590174595,S_LeadName277,10,RWS,CA,US,26
S_LeadNumber278,8590174592,8590174595,S_LeadName278,81,RWS,CA,US,59
S_LeadNumber279,8590174592,8590174595,S_LeadName279,8,RWS,CA,US,79
S_LeadNumber280,8590174592,8590174595,S_LeadName280,67,RWS,CA,US,73
S_LeadNumber281,8590174592,8590174595,S_LeadName281,8,RWS,CA,US,64
S_LeadNumber282,8590174592,8590174595,S_LeadName282,24,RWS,CA,US,14
S_LeadNumber283,8590174592,8590174595,S_LeadName283,77,RWS,CA,US,22
S_LeadNumber284,8590174592,8590174595,S_LeadName284,68,RWS,CA,US,55
S_LeadNumber285,8590174592,8590174595,S_LeadName285,17,RWS,CA,US,66
S_LeadNumber286,8590174592,8590174595,S_LeadName286,12,RWS,CA,US,62
S_LeadNumber287,8590174592,8590174595,S_LeadName287,98,RWS,CA,US,82
S_LeadNumber288,8590174592,8590174595,S_LeadName288,0,RWS,CA,US,14
S_LeadNumber289,8590174592,8590174595,S_LeadName289,48,RWS,CA,US,13
S_LeadNumber290,8590174592,8590174595,S_LeadName290,85,RWS,CA,US,73
S_LeadNumber291,8590174592,8590174595,S_LeadName291,74,RWS,CA,US,72
S_LeadNumber292,8590174592,8590174595,S_LeadName292,30,RWS,CA,US,39
S_LeadNumber293,8590174592,8590174595,S_LeadName293,64,RWS,CA,US,100
S_LeadNumber294,8590174592,8590174595,S_LeadName294,82,RWS,CA,US,45
S_LeadNumber295,8590174592,8590174595,S_LeadName295,60,RWS,CA,US,6
S_LeadNumber296,8590174592,8590174595,S_LeadName296,24,RWS,CA,US,94
S_LeadNumber297,8590174592,8590174595,S_LeadName297,96,RWS,CA,US,28
S_LeadNumber298,8590174592,8590174595,S_LeadName298,43,RWS,CA,US,31
S_LeadNumber299,8590174592,8590174595,S_LeadName299,6,RWS,CA,US,65
S_LeadNumber300,8590174592,8590174595,S_LeadName300,72,RWS,CA,US,93
S_LeadNumber301,8590174592,8590174595,S_LeadName301,15,RWS,CA,US,53
S_LeadNumber302,8590174592,8590174595,S_LeadName302,16,RWS,CA,US,93
S_LeadNumber303,8590174592,8590174595,S_LeadName303,99,RWS,CA,US,46
S_LeadNumber304,8590174592,8590174595,S_LeadName304,52,RWS,CA,US,41
S_LeadNumber305,8590174592,8590174595,S_LeadName305,9,RWS,CA,US,73
S_LeadNumber306,8590174592,8590174595,S_LeadName306,54,RWS,CA,US,81
S_LeadNumber307,8590174592,8590174595,S_LeadName307,89,RWS,CA,US,1
S_LeadNumber308,8590174592,8590174595,S_LeadName308,80,RWS,CA,US,56
S_LeadNumber309,8590174592,8590174595,S_LeadName309,65,RWS,CA,US,2
S_LeadNumber310,8590174592,8590174595,S_LeadName310,47,RWS,CA,US,97
S_LeadNumber311,8590174592,8590174595,S_LeadName311,71,RWS,CA,US,76
S_LeadNumber312,8590174592,8590174595,S_LeadName312,81,RWS,CA,US,12
S_LeadNumber313,8590174592,8590174595,S_LeadName313,40,RWS,CA,US,43
S_LeadNumber314,8590174592,8590174595,S_LeadName314,32,RWS,CA,US,71
S_LeadNumber315,8590174592,8590174595,S_LeadName315,51,RWS,CA,US,67
S_LeadNumber316,8590174592,8590174595,S_LeadName316,89,RWS,CA,US,8
S_LeadNumber317,8590174592,8590174595,S_LeadName317,84,RWS,CA,US,3
S_LeadNumber318,8590174592,8590174595,S_LeadName318,75,RWS,CA,US,9
S_LeadNumber319,8590174592,8590174595,S_LeadName319,85,RWS,CA,US,1
S_LeadNumber320,8590174592,8590174595,S_LeadName320,83,RWS,CA,US,98
S_LeadNumber321,8590174592,8590174595,S_LeadName321,15,RWS,CA,US,26
S_LeadNumber322,8590174592,8590174595,S_LeadName322,20,RWS,CA,US,71
S_LeadNumber323,8590174592,8590174595,S_LeadName323,97,RWS,CA,US,99
S_LeadNumber324,8590174592,8590174595,S_LeadName324,40,RWS,CA,US,71
S_LeadNumber325,8590174592,8590174595,S_LeadName325,54,RWS,CA,US,35
S_LeadNumber326,8590174592,8590174595,S_LeadName326,66,RWS,CA,US,61
S_LeadNumber327,8590174592,8590174595,S_LeadName327,27,RWS,CA,US,90
S_LeadNumber328,8590174592,8590174595,S_LeadName328,80,RWS,CA,US,65
S_LeadNumber329,8590174592,8590174595,S_LeadName329,82,RWS,CA,US,6
S_LeadNumber330,8590174592,8590174595,S_LeadName330,5,RWS,CA,US,16
S_LeadNumber331,8590174592,8590174595,S_LeadName331,53,RWS,CA,US,99
S_LeadNumber332,8590174592,8590174595,S_LeadName332,48,RWS,CA,US,88
S_LeadNumber333,8590174592,8590174595,S_LeadName333,93,RWS,CA,US,64
S_LeadNumber334,8590174592,8590174595,S_LeadName334,59,RWS,CA,US,89
S_LeadNumber335,8590174592,8590174595,S_LeadName335,75,RWS,CA,US,35
S_LeadNumber336,8590174592,8590174595,S_LeadName336,59,RWS,CA,US,93
S_LeadNumber337,8590174592,8590174595,S_LeadName337,26,RWS,CA,US,50
S_LeadNumber338,8590174592,8590174595,S_LeadName338,49,RWS,CA,US,85
S_LeadNumber339,8590174592,8590174595,S_LeadName339,45,RWS,CA,US,40
