leadNumber,customerId,primaryContactId,leadName,DealSize,city,state,Country,BudgetAmount
S_LeadNumber49,300100188392205,300100176735708,S_LeadName49,59,RWS,CA,USA,19
S_LeadNumber50,300100188392205,300100176735708,S_LeadName50,41,RWS,CA,USA,91
S_LeadNumber51,300100188392205,300100176735708,S_LeadName51,92,RWS,CA,USA,64
S_LeadNumber52,300100188392205,300100176735708,S_LeadName52,53,RWS,CA,USA,11
S_LeadNumber53,300100188392205,300100176735708,S_LeadName53,73,RWS,CA,USA,5
S_LeadNumber54,300100188392205,300100176735708,S_LeadName54,48,RWS,CA,USA,47
S_LeadNumber55,300100188392205,300100176735708,S_LeadName55,5,RWS,CA,USA,10
S_LeadNumber56,300100188392205,300100176735708,S_LeadName56,96,RWS,CA,USA,22
S_LeadNumber57,300100188392205,300100176735708,S_LeadName57,6,RWS,CA,USA,32
S_LeadNumber58,300100188392205,300100176735708,S_LeadName58,20,RWS,CA,USA,37
S_LeadNumber59,300100188392205,300100176735708,S_LeadName59,23,RWS,CA,USA,22
S_LeadNumber60,300100188392205,300100176735708,S_LeadName60,19,RWS,CA,USA,55
S_LeadNumber61,300100188392205,300100176735708,S_LeadName61,93,RWS,CA,USA,98
S_LeadNumber62,300100188392205,300100176735708,S_LeadName62,20,RWS,CA,USA,85
S_LeadNumber63,300100188392205,300100176735708,S_LeadName63,45,RWS,CA,USA,34
S_LeadNumber64,300100188392205,300100176735708,S_LeadName64,74,RWS,CA,USA,61
S_LeadNumber65,300100188392205,300100176735708,S_LeadName65,9,RWS,CA,USA,25
S_LeadNumber66,300100188392205,300100176735708,S_LeadName66,67,RWS,CA,USA,13
S_LeadNumber67,300100188392205,300100176735708,S_LeadName67,30,RWS,CA,USA,74
S_LeadNumber68,300100188392205,300100176735708,S_LeadName68,71,RWS,CA,USA,92
S_LeadNumber69,300100188392205,300100176735708,S_LeadName69,23,RWS,CA,USA,41
S_LeadNumber70,300100188392205,300100176735708,S_LeadName70,42,RWS,CA,USA,66
S_LeadNumber71,300100188392205,300100176735708,S_LeadName71,3,RWS,CA,USA,14
S_LeadNumber72,300100188392205,300100176735708,S_LeadName72,38,RWS,CA,USA,36
S_LeadNumber73,300100188392205,300100176735708,S_LeadName73,10,RWS,CA,USA,61
S_LeadNumber74,300100188392205,300100176735708,S_LeadName74,63,RWS,CA,USA,69
S_LeadNumber75,300100188392205,300100176735708,S_LeadName75,76,RWS,CA,USA,5
S_LeadNumber76,300100188392205,300100176735708,S_LeadName76,86,RWS,CA,USA,88
S_LeadNumber77,300100188392205,300100176735708,S_LeadName77,97,RWS,CA,USA,9
S_LeadNumber78,300100188392205,300100176735708,S_LeadName78,35,RWS,CA,USA,81
S_LeadNumber79,300100188392205,300100176735708,S_LeadName79,33,RWS,CA,USA,76
S_LeadNumber80,300100188392205,300100176735708,S_LeadName80,97,RWS,CA,USA,41
S_LeadNumber81,300100188392205,300100176735708,S_LeadName81,52,RWS,CA,USA,53
S_LeadNumber82,300100188392205,300100176735708,S_LeadName82,4,RWS,CA,USA,6
S_LeadNumber83,300100188392205,300100176735708,S_LeadName83,72,RWS,CA,USA,8
S_LeadNumber84,300100188392205,300100176735708,S_LeadName84,100,RWS,CA,USA,13
S_LeadNumber85,300100188392205,300100176735708,S_LeadName85,36,RWS,CA,USA,62
S_LeadNumber86,300100188392205,300100176735708,S_LeadName86,59,RWS,CA,USA,90
S_LeadNumber87,300100188392205,300100176735708,S_LeadName87,52,RWS,CA,USA,83
S_LeadNumber88,300100188392205,300100176735708,S_LeadName88,36,RWS,CA,USA,95
S_LeadNumber89,300100188392205,300100176735708,S_LeadName89,73,RWS,CA,USA,73
S_LeadNumber90,300100188392205,300100176735708,S_LeadName90,47,RWS,CA,USA,37
S_LeadNumber91,300100188392205,300100176735708,S_LeadName91,36,RWS,CA,USA,78
S_LeadNumber92,300100188392205,300100176735708,S_LeadName92,28,RWS,CA,USA,94
S_LeadNumber93,300100188392205,300100176735708,S_LeadName93,36,RWS,CA,USA,98
S_LeadNumber94,300100188392205,300100176735708,S_LeadName94,14,RWS,CA,USA,40
S_LeadNumber95,300100188392205,300100176735708,S_LeadName95,47,RWS,CA,USA,68
S_LeadNumber96,300100188392205,300100176735708,S_LeadName96,97,RWS,CA,USA,83
,300100188392205,300100176735708,S_LeadName97,40,RWS,CA,USA,10
S_LeadNumber98,300100188392205,300100176735708,S_LeadName98,11,RWS,CA,USA,31
S_LeadNumber99,300100188392205,300100176735708,S_LeadName99,26,RWS,CA,USA,100
S_LeadNumber100,300100188392205,300100176735708,S_LeadName100,16,RWS,CA,USA,85
S_LeadNumber101,300100188392205,300100176735708,S_LeadName101,43,RWS,CA,USA,35
S_LeadNumber102,300100188392205,300100176735708,S_LeadName102,75,RWS,CA,USA,58
S_LeadNumber103,300100188392205,300100176735708,S_LeadName103,100,RWS,CA,USA,97
S_LeadNumber104,300100188392205,300100176735708,S_LeadName104,38,RWS,CA,USA,6
S_LeadNumber105,300100188392205,300100176735708,S_LeadName105,91,RWS,CA,USA,48
S_LeadNumber106,300100188392205,300100176735708,S_LeadName106,45,RWS,CA,USA,37
S_LeadNumber107,300100188392205,300100176735708,S_LeadName107,84,RWS,CA,USA,72
S_LeadNumber108,300100188392205,300100176735708,S_LeadName108,19,RWS,CA,USA,8
S_LeadNumber109,3001883921231200,300100176735708,S_LeadName109,22,RWS,CA,USA,46
S_LeadNumber110,300100188392205,300100176735708,S_LeadName110,50,RWS,CA,USA,44
S_LeadNumber111,300100188392205,300100176735708,S_LeadName111,99,RWS,CA,USA,1
S_LeadNumber112,300100188392205,300100176735708,S_LeadName112,83,RWS,CA,USA,7
S_LeadNumber113,300100188392205,300100176735708,S_LeadName113,44,RWS,CA,USA,46
S_LeadNumber114,300100188392205,300100176735708,S_LeadName114,38,RWS,CA,USA,14
S_LeadNumber115,300100188392205,300100176735708,S_LeadName115,90,RWS,CA,USA,59
S_LeadNumber116,300100188392205,300100176735708,S_LeadName116,62,RWS,CA,USA,99
S_LeadNumber117,300100188392205,300100176735708,S_LeadName117,61,RWS,CA,USA,88
S_LeadNumber118,300100188392205,300100176735708,S_LeadName118,88,RWS,CA,USA,72
S_LeadNumber119,300100188392205,300100176735708,S_LeadName119,54,RWS,CA,USA,43
S_LeadNumber120,300100188392205,300100176735708,S_LeadName120,84,RWS,CA,USA,52
S_LeadNumber121,300100188392205,300100176735708,S_LeadName121,77,RWS,CA,USA,26
S_LeadNumber122,300100188392205,300100176735708,S_LeadName122,67,RWS,CA,USA,41
S_LeadNumber123,300100188392215,300100176735718,S_LeadName123,33,RWS,CA,USA,68
S_LeadNumber124,300100188392205,300100176735708,S_LeadName124,93,RWS,CA,USA,90
S_LeadNumber125,300100188392205,300100176735708,S_LeadName125,54,RWS,CA,USA,9
S_LeadNumber126,300100188392205,300100176735708,S_LeadName126,58,RWS,CA,USA,59
S_LeadNumber127,300100188392205,300100176735708,S_LeadName127,92,RWS,CA,USA,55
S_LeadNumber128,300100188392205,300100176735708,S_LeadName128,99,RWS,CA,USA,53
S_LeadNumber129,300100188392205,300100176735708,S_LeadName129,27,RWS,CA,USA,98
S_LeadNumber130,300100188392205,300100176735708,S_LeadName130,81,RWS,CA,USA,92
S_LeadNumber131,300100188392205,300100176735708,S_LeadName131,35,RWS,CA,USA,24
S_LeadNumber132,300100188392205,300100176735708,S_LeadName132,40,RWS,CA,USA,65
S_LeadNumber133,300100188392205,300100176735708,S_LeadName133,65,RWS,CA,USA,16
S_LeadNumber134,300100188392205,300100176735708,S_LeadName134,85,RWS,CA,USA,78
S_LeadNumber135,300100188392205,300100176735708,S_LeadName135,20,RWS,CA,USA,40
S_LeadNumber136,300100188392205,300100176735708,S_LeadName136,75,RWS,CA,USA,50
S_LeadNumber137,300100188392205,300100176735708,S_LeadName137,98,RWS,CA,USA,69
S_LeadNumber138,300100188392205,300100176735708,S_LeadName138,48,RWS,CA,USA,12
S_LeadNumber139,300100188392205,300100176735708,S_LeadName139,43,RWS,CA,USA,44
S_LeadNumber140,300100188392205,300100176735708,S_LeadName140,55,RWS,CA,USA,63
S_LeadNumber141,300100188392205,300100176735708,S_LeadName141,73,RWS,CA,USA,42
S_LeadNumber142,300100188392205,300100176735708,S_LeadName142,7,RWS,CA,USA,96
S_LeadNumber143,300100188392205,300100176735708,S_LeadName143,66,RWS,CA,USA,93
S_LeadNumber144,300100188392205,300100176735708,S_LeadName144,72,RWS,CA,USA,67
S_LeadNumber145,300100188392205,300100176735708,S_LeadName145,37,RWS,CA,USA,92
S_LeadNumber146,300100188392205,300100176735708,S_LeadName146,44,RWS,CA,USA,75
S_LeadNumber147,300100188392205,300100176735708,S_LeadName147,88,RWS,CA,USA,49
S_LeadNumber148,300100188392205,300100176735708,S_LeadName148,5,RWS,CA,USA,17
S_LeadNumber149,300100188392205,300100176735708,S_LeadName149,78,RWS,CA,USA,32
S_LeadNumber150,300100188392205,300100176735708,S_LeadName150,57,RWS,CA,USA,11
S_LeadNumber151,300100188392205,300100176735708,S_LeadName151,33,RWS,CA,USA,69
S_LeadNumber152,300100188392205,300100176735708,S_LeadName152,26,RWS,CA,USA,19
S_LeadNumber153,300100188392205,300100176735708,S_LeadName153,98,RWS,CA,USA,38
S_LeadNumber154,300100188392205,300100176735708,S_LeadName154,23,RWS,CA,USA,50
S_LeadNumber155,300100188392205,300100176735708,S_LeadName155,95,RWS,CA,USA,86
S_LeadNumber156,300100188392205,300100176735708,S_LeadName156,64,RWS,CA,USA,10
S_LeadNumber157,300100188392205,300100176735708,S_LeadName157,36,RWS,CA,USA,96
S_LeadNumber158,300100188392205,300100176735708,S_LeadName158,23,RWS,CA,USA,49
S_LeadNumber159,300100188392205,300100176735708,S_LeadName159,35,RWS,CA,USA,12
S_LeadNumber160,300100188392205,300100176735708,S_LeadName160,96,RWS,CA,USA,87
S_LeadNumber161,300100188392205,300100176735708,S_LeadName161,81,RWS,CA,USA,63
S_LeadNumber162,300100188392205,300100176735708,S_LeadName162,55,RWS,CA,USA,63
S_LeadNumber163,300100188392205,300100176735708,S_LeadName163,89,RWS,CA,USA,10
S_LeadNumber164,300100188392205,300100176735708,S_LeadName164,16,RWS,CA,USA,4
S_LeadNumber165,300100188392205,300100176735708,S_LeadName165,51,RWS,CA,USA,78
S_LeadNumber166,300100188392205,300100176735708,S_LeadName166,29,RWS,CA,USA,94
S_LeadNumber167,300100188392205,300100176735708,S_LeadName167,62,RWS,CA,USA,28
S_LeadNumber168,300100188392205,300100176735708,S_LeadName168,7,RWS,CA,USA,87
S_LeadNumber169,300100188392205,300100176735708,S_LeadName169,84,RWS,CA,USA,10
S_LeadNumber170,300100188392205,300100176735708,S_LeadName170,51,RWS,CA,USA,75
S_LeadNumber171,300100188392205,300100176735708,S_LeadName171,49,RWS,CA,USA,5
S_LeadNumber172,300100188392205,300100176735708,S_LeadName172,97,RWS,CA,USA,77
S_LeadNumber173,300100188392205,300100176735708,S_LeadName173,87,RWS,CA,USA,21
S_LeadNumber174,300100188392205,300100176735708,S_LeadName174,46,RWS,CA,USA,58
S_LeadNumber175,300100188392205,300100176735708,S_LeadName175,53,RWS,CA,USA,42
S_LeadNumber176,300100188392205,300100176735708,S_LeadName176,14,RWS,CA,USA,18
S_LeadNumber177,300100188392205,300100176735708,S_LeadName177,24,RWS,CA,USA,53
S_LeadNumber178,300100188392205,300100176735708,S_LeadName178,39,RWS,CA,USA,1
S_LeadNumber179,300100188392205,300100176735708,S_LeadName179,63,RWS,CA,USA,64
S_LeadNumber180,300100188392205,300100176735708,S_LeadName180,16,RWS,CA,USA,18
S_LeadNumber181,300100188392205,300100176735708,S_LeadName181,60,RWS,CA,USA,7
S_LeadNumber182,300100188392205,300100176735708,S_LeadName182,1,RWS,CA,USA,80
S_LeadNumber183,300100188392205,300100176735708,S_LeadName183,65,RWS,CA,USA,52
S_LeadNumber184,300100188392205,300100176735708,S_LeadName184,19,RWS,CA,USA,2
S_LeadNumber185,300100188392205,300100176735708,S_LeadName185,52,RWS,CA,USA,29
S_LeadNumber186,300100188392205,300100176735708,S_LeadName186,95,RWS,CA,USA,1
S_LeadNumber187,300100188392205,300100176735708,S_LeadName187,12,RWS,CA,USA,57
S_LeadNumber188,300100188392205,300100176735708,S_LeadName188,5,RWS,CA,USA,83
S_LeadNumber189,300100188392205,300100176735708,S_LeadName189,19,RWS,CA,USA,30
S_LeadNumber190,300100188392205,300100176735708,S_LeadName190,23,RWS,CA,USA,25
S_LeadNumber191,300100188392205,300100176735708,S_LeadName191,39,RWS,CA,USA,95
S_LeadNumber192,300100188392205,300100176735708,S_LeadName192,89,RWS,CA,USA,32
S_LeadNumber193,300100188392205,300100176735708,S_LeadName193,53,RWS,CA,USA,28
S_LeadNumber194,300100188392205,300100176735708,S_LeadName194,34,RWS,CA,USA,72
S_LeadNumber195,300100188392205,300100176735708,S_LeadName195,44,RWS,CA,USA,2
S_LeadNumber196,300100188392205,300100176735708,S_LeadName196,12,RWS,CA,USA,93
S_LeadNumber197,300100188392205,300100176735708,S_LeadName197,43,RWS,CA,USA,10
S_LeadNumber198,300100188392205,300100176735708,S_LeadName198,19,RWS,CA,USA,59
S_LeadNumber199,300100188392205,300100176735708,S_LeadName199,57,RWS,CA,USA,95
S_LeadNumber200,300100188392205,300100176735708,S_LeadName200,8,RWS,CA,USA,57
S_LeadNumber201,300100188392205,300100176735708,S_LeadName201,70,RWS,CA,USA,47
S_LeadNumber202,300100188392205,300100176735708,S_LeadName202,51,RWS,CA,USA,38
S_LeadNumber203,300100188392205,300100176735708,S_LeadName203,92,RWS,CA,USA,85
S_LeadNumber204,300100188392205,300100176735708,S_LeadName204,15,RWS,CA,USA,58
S_LeadNumber205,300100188392205,300100176735708,S_LeadName205,62,RWS,CA,USA,78
S_LeadNumber206,300100188392205,300100176735708,S_LeadName206,32,RWS,CA,USA,11
S_LeadNumber207,300100188392205,300100176735708,S_LeadName207,57,RWS,CA,USA,50
S_LeadNumber208,300100188392205,300100176735708,S_LeadName208,71,RWS,CA,USA,27
S_LeadNumber209,300100188392205,300100176735708,S_LeadName209,45,RWS,CA,USA,78
S_LeadNumber210,300100188392205,300100176735708,S_LeadName210,71,RWS,CA,USA,20
S_LeadNumber211,300100188392205,300100176735708,S_LeadName211,85,RWS,CA,USA,9
S_LeadNumber212,300100188392205,300100176735708,S_LeadName212,63,RWS,CA,USA,49
S_LeadNumber213,300100188392205,300100176735708,S_LeadName213,99,RWS,CA,USA,53
S_LeadNumber214,300100188392205,300100176735708,S_LeadName214,60,RWS,CA,USA,6
S_LeadNumber215,300100188392205,300100176735708,S_LeadName215,67,RWS,CA,USA,67
S_LeadNumber216,300100188392205,300100176735708,S_LeadName216,68,RWS,CA,USA,82
S_LeadNumber217,300100188392205,300100176735708,S_LeadName217,9,RWS,CA,USA,94
S_LeadNumber218,300100188392205,300100176735708,S_LeadName218,9,RWS,CA,USA,41
S_LeadNumber219,300100188392205,300100176735708,S_LeadName219,95,RWS,CA,USA,18
S_LeadNumber220,300100188392205,300100176735708,S_LeadName220,40,RWS,CA,USA,97
S_LeadNumber221,300100188392205,300100176735708,S_LeadName221,61,RWS,CA,USA,70
S_LeadNumber222,300100188392205,300100176735708,S_LeadName222,72,RWS,CA,USA,79
S_LeadNumber223,300100188392205,300100176735708,S_LeadName223,11,RWS,CA,USA,58
S_LeadNumber224,300100188392205,300100176735708,S_LeadName224,7,RWS,CA,USA,63
S_LeadNumber225,300100188392205,300100176735708,S_LeadName225,50,RWS,CA,USA,98
S_LeadNumber226,300100188392205,300100176735708,S_LeadName226,24,RWS,CA,USA,10
S_LeadNumber227,300100188392205,300100176735708,S_LeadName227,30,RWS,CA,USA,35
S_LeadNumber228,300100188392205,300100176735708,S_LeadName228,40,RWS,CA,USA,37
S_LeadNumber229,300100188392205,300100176735708,S_LeadName229,91,RWS,CA,USA,87
S_LeadNumber230,300100188392205,300100176735708,S_LeadName230,20,RWS,CA,USA,56
S_LeadNumber231,300100188392205,300100176735708,S_LeadName231,89,RWS,CA,USA,4
S_LeadNumber232,300100188392205,300100176735708,S_LeadName232,80,RWS,CA,USA,90
S_LeadNumber233,300100188392205,300100176735708,S_LeadName233,86,RWS,CA,USA,52
S_LeadNumber234,300100188392205,300100176735708,S_LeadName234,86,RWS,CA,USA,28
S_LeadNumber235,300100188392205,300100176735708,S_LeadName235,94,RWS,CA,USA,6
S_LeadNumber236,300100188392205,300100176735708,S_LeadName236,91,RWS,CA,USA,88
S_LeadNumber237,300100188392205,300100176735708,S_LeadName237,18,RWS,CA,USA,20
S_LeadNumber238,300100188392205,300100176735708,S_LeadName238,11,RWS,CA,USA,100
S_LeadNumber239,300100188392205,300100176735708,S_LeadName239,30,RWS,CA,USA,71
S_LeadNumber240,300100188392205,300100176735708,S_LeadName240,34,RWS,CA,USA,20
S_LeadNumber241,300100188392205,300100176735708,S_LeadName241,55,RWS,CA,USA,33
S_LeadNumber242,300100188392205,300100176735708,S_LeadName242,37,RWS,CA,USA,66
S_LeadNumber243,300100188392205,300100176735708,S_LeadName243,25,RWS,CA,USA,5
S_LeadNumber244,300100188392205,300100176735708,S_LeadName244,10,RWS,CA,USA,34
S_LeadNumber245,300100188392205,300100176735708,S_LeadName245,31,RWS,CA,USA,60
S_LeadNumber246,300100188392205,300100176735708,S_LeadName246,48,RWS,CA,USA,49
,300100188392205,300100176735708,S_LeadName247,47,RWS,CA,USA,19
S_LeadNumber248,300100188392205,300100176735708,S_LeadName248,9,RWS,CA,USA,83
S_LeadNumber249,300100188392205,300100176735708,S_LeadName249,17,RWS,CA,USA,81
S_LeadNumber250,300100188392205,300100176735708,S_LeadName250,68,RWS,CA,USA,41
S_LeadNumber251,300100188392205,300100176735708,S_LeadName251,65,RWS,CA,USA,59
S_LeadNumber252,300100188392205,300100176735708,S_LeadName252,98,RWS,CA,USA,92
S_LeadNumber253,300100188392205,300100176735708,S_LeadName253,81,RWS,CA,USA,27
S_LeadNumber254,300100188392205,300100176735708,S_LeadName254,28,RWS,CA,USA,12
S_LeadNumber255,300100188392205,300100176735708,S_LeadName255,97,RWS,CA,USA,91
S_LeadNumber256,300100188392205,300100176735708,S_LeadName256,21,RWS,CA,USA,42
S_LeadNumber257,300100188392205,300100176735708,S_LeadName257,20,RWS,CA,USA,75
S_LeadNumber258,300100188392205,300100176735708,S_LeadName258,65,RWS,CA,USA,18
S_LeadNumber259,300100188392205,300100176735708,S_LeadName259,38,RWS,CA,USA,22
S_LeadNumber260,300100188392205,300100176735708,S_LeadName260,54,RWS,CA,USA,24
S_LeadNumber261,300100188392205,300100176735708,S_LeadName261,98,RWS,CA,USA,68
S_LeadNumber262,300100188392205,300100176735708,S_LeadName262,59,RWS,CA,USA,23
S_LeadNumber263,300100188392205,300100176735708,S_LeadName263,57,RWS,CA,USA,39
S_LeadNumber264,300100188392205,300100176735708,S_LeadName264,73,RWS,CA,USA,82
S_LeadNumber265,300100188392205,300100176735708,S_LeadName265,99,RWS,CA,USA,1
S_LeadNumber266,300100188392205,300100176735708,S_LeadName266,15,RWS,CA,USA,76
S_LeadNumber267,300100188392205,300100176735708,S_LeadName267,56,RWS,CA,USA,47
S_LeadNumber268,300100188392205,300100176735708,S_LeadName268,63,RWS,CA,USA,2
S_LeadNumber269,300100188392205,300100176735708,S_LeadName269,58,RWS,CA,USA,64
S_LeadNumber270,300100188392205,300100176735708,S_LeadName270,59,RWS,CA,USA,34
S_LeadNumber271,300100188392205,300100176735708,S_LeadName271,25,RWS,CA,USA,49
S_LeadNumber272,300100188392205,300100176735708,S_LeadName272,37,RWS,CA,USA,5
S_LeadNumber273,300100188392205,300100176735708,S_LeadName273,57,RWS,CA,USA,62
S_LeadNumber274,300100188392205,300100176735708,S_LeadName274,46,RWS,CA,USA,25
S_LeadNumber275,300100188392205,300100176735708,S_LeadName275,8,RWS,CA,USA,53
S_LeadNumber276,300100188392205,300100176735708,S_LeadName276,29,RWS,CA,USA,79
S_LeadNumber277,300100188392205,300100176735708,S_LeadName277,10,RWS,CA,USA,26
S_LeadNumber278,300100188392205,300100176735708,S_LeadName278,81,RWS,CA,USA,59
S_LeadNumber279,300100188392205,300100176735708,S_LeadName279,8,RWS,CA,USA,79
S_LeadNumber280,300100188392205,300100176735708,S_LeadName280,67,RWS,CA,USA,73
S_LeadNumber281,300100188392205,300100176735708,S_LeadName281,8,RWS,CA,USA,64
S_LeadNumber282,300100188392205,300100176735708,S_LeadName282,24,RWS,CA,USA,14
S_LeadNumber283,300100188392205,300100176735708,S_LeadName283,77,RWS,CA,USA,22
S_LeadNumber284,300100188392205,300100176735708,S_LeadName284,68,RWS,CA,USA,55
S_LeadNumber285,300100188392205,300100176735708,S_LeadName285,17,RWS,CA,USA,66
S_LeadNumber286,300100188392205,300100176735708,S_LeadName286,12,RWS,CA,USA,62
S_LeadNumber287,300100188392205,300100176735708,S_LeadName287,98,RWS,CA,USA,82
S_LeadNumber288,300100188392205,300100176735708,S_LeadName288,0,RWS,CA,USA,14
S_LeadNumber289,300100188392205,300100176735708,S_LeadName289,48,RWS,CA,USA,13
S_LeadNumber290,300100188392205,300100176735708,S_LeadName290,85,RWS,CA,USA,73
S_LeadNumber291,300100188392205,300100176735708,S_LeadName291,74,RWS,CA,USA,72
S_LeadNumber292,300100188392205,300100176735708,S_LeadName292,30,RWS,CA,USA,39
S_LeadNumber293,300100188392205,300100176735708,S_LeadName293,64,RWS,CA,USA,100
S_LeadNumber294,300100188392205,300100176735708,S_LeadName294,82,RWS,CA,USA,45
S_LeadNumber295,300100188392205,300100176735708,S_LeadName295,60,RWS,CA,USA,6
S_LeadNumber296,300100188392205,300100176735708,S_LeadName296,24,RWS,CA,USA,94
S_LeadNumber297,300100188392205,300100176735708,S_LeadName297,96,RWS,CA,USA,28
S_LeadNumber298,300100188392205,300100176735708,S_LeadName298,43,RWS,CA,USA,31
S_LeadNumber299,300100188392205,300100176735708,S_LeadName299,6,RWS,CA,USA,65
S_LeadNumber300,300100188392205,300100176735708,S_LeadName300,72,RWS,CA,USA,93
S_LeadNumber301,300100188392205,300100176735708,S_LeadName301,15,RWS,CA,USA,53
S_LeadNumber302,300100188392205,300100176735708,S_LeadName302,16,RWS,CA,USA,93
S_LeadNumber303,300100188392205,300100176735708,S_LeadName303,99,RWS,CA,USA,46
S_LeadNumber304,300100188392205,300100176735708,S_LeadName304,52,RWS,CA,USA,41
S_LeadNumber305,300100188392205,300100176735708,S_LeadName305,9,RWS,CA,USA,73
S_LeadNumber306,300100188392205,300100176735708,S_LeadName306,54,RWS,CA,USA,81
S_LeadNumber307,300100188392205,300100176735708,S_LeadName307,89,RWS,CA,USA,1
S_LeadNumber308,300100188392205,300100176735708,S_LeadName308,80,RWS,CA,USA,56
S_LeadNumber309,300100188392205,300100176735708,S_LeadName309,65,RWS,CA,USA,2
S_LeadNumber310,300100188392205,300100176735708,S_LeadName310,47,RWS,CA,USA,97
S_LeadNumber311,300100188392205,300100176735708,S_LeadName311,71,RWS,CA,USA,76
S_LeadNumber312,300100188392205,300100176735708,S_LeadName312,81,RWS,CA,USA,12
S_LeadNumber313,300100188392205,300100176735708,S_LeadName313,40,RWS,CA,USA,43
S_LeadNumber314,300100188392205,300100176735708,S_LeadName314,32,RWS,CA,USA,71
S_LeadNumber315,300100188392205,300100176735708,S_LeadName315,51,RWS,CA,USA,67
S_LeadNumber316,300100188392205,300100176735708,S_LeadName316,89,RWS,CA,USA,8
S_LeadNumber317,300100188392205,300100176735708,S_LeadName317,84,RWS,CA,USA,3
